"id";"extension";"name";"proto";"des";"return";"params"
"1436";"Multibyte String";"mb_language";"string mb_language([string language])";"Set/Get current language";"string";
"1437";"Multibyte String";"mb_list_encodings";"array mb_list_encodings()";"Returns an array of all supported encodings";"array";
"1438";"Multibyte String";"mb_output_handler";"string mb_output_handler(string contents, int status)";"Callback function converts character encoding in output buffer";"string";
"1439";"Multibyte String";"mb_parse_str";"bool mb_parse_str(string encoded_string[, array result])";"Parse GET/POST/COOKIE data and set global variable";"bool";
"1440";"Multibyte String";"mb_preferred_mime_name";"string mb_preferred_mime_name(string encoding)";"Get MIME charset string";"string";
"1441";"Multibyte String";"mb_regex_encoding";"string mb_regex_encoding([string encoding])";"Returns current encoding for multibyte regex as string";"string";
"1442";"Multibyte String";"mb_regex_set_options";"string mb_regex_set_options([string options])";"Set/Get the default options for mbregex functions";"string";
"1443";"Multibyte String";"mb_send_mail";"bool mb_send_mail(string to, string subject, string message[, string additional_headers[, string additional_parameter]])";"Send encoded mail.";"bool";
"1444";"Multibyte String";"mb_split";"array mb_split(string pattern, string string[, int limit])";"Split multibyte string using regular expression";"array";
"1445";"Multibyte String";"mb_strcut";"string mb_strcut(string str, int start[, int length[, string encoding]])";"Get part of string";"string";
"1446";"Multibyte String";"mb_strimwidth";"string mb_strimwidth(string str, int start, int width, string trimmarker[, string encoding])";"Get truncated string with specified width";"string";
"1447";"Multibyte String";"mb_strlen";"string mb_strlen(string str[, string encoding])";"Get string length";"string";
"1448";"Multibyte String";"mb_strpos";"int mb_strpos(string haystack, string needle[, int offset[, string encoding]])";"Find position of first occurrence of string in a string";"int";
"1449";"Multibyte String";"mb_strrpos";"int mb_strrpos(string haystack, string needle[, string encoding])";"Find position of last occurrence of a string in a string";"int";
"1450";"Multibyte String";"mb_strtolower";"string mb_strtolower(string str[, string encoding])";"Make a string lowercase";"string";
"1451";"Multibyte String";"mb_strtoupper";"string mb_strtoupper(string str[, string encoding])";"Make a string uppercase";"string";
"1452";"Multibyte String";"mb_strwidth";"int mb_strwidth(string str[, string encoding])";"Return width of string";"int";
"1453";"Multibyte String";"mb_substitute_character";"mixed mb_substitute_character([mixed substrchar])";"Set/Get substitution character";"mixed";
"1454";"Multibyte String";"mb_substr_count";"int mb_substr_count(string haystack, string needle[, string encoding])";"Count the number of substring occurrences";"int";
"1455";"Multibyte String";"mb_substr";"string mb_substr(string str, int start[, int length[, string encoding]])";"Get part of string";"string";
"1456";"MCAL";"mcal_append_event";"int mcal_append_event(int mcal_stream)";"Store a new event into an MCAL calendar";"int";
"1457";"MCAL";"mcal_close";"int mcal_close(int mcal_stream, int flags)";"Close an MCAL stream";"int";
"1458";"MCAL";"mcal_create_calendar";"bool mcal_create_calendar(int stream, string calendar)";"Create a new MCAL calendar";"bool";
"1459";"MCAL";"mcal_date_compare";"int mcal_date_compare(int a_year, int a_month, int a_day, int b_year, int b_month, int b_day)";"Compares two dates";"int";
"1460";"MCAL";"mcal_date_valid";"int mcal_date_valid(int year, int month, int day)";"Returns TRUE if the given year, month, day is a valid date";"int";
"1461";"MCAL";"mcal_day_of_week";"int mcal_day_of_week(int year, int month, int day)";"Returns the day of the week of the given date";"int";
"1462";"MCAL";"mcal_day_of_year";"int mcal_day_of_year(int year, int month, int day)";"Returns the day of the year of the given date";"int";
"1463";"MCAL";"mcal_days_in_month";"int mcal_days_in_month(int month, int leap_year)";"Returns the number of days in a month";"int";
"1464";"MCAL";"mcal_delete_calendar";"string mcal_delete_calendar(int stream, string calendar)";"Delete an MCAL calendar";"string";
"1465";"MCAL";"mcal_delete_event";"int mcal_delete_event(int mcal_stream[, int event_id])";"Delete an event from an MCAL calendar";"int";
"1466";"MCAL";"mcal_event_add_attribute";"void mcal_event_add_attribute(int stream, string attribute, string value)";"Adds an attribute and a value to the streams global event structure";"void";
"1467";"MCAL";"mcal_event_init";"int mcal_event_init(int stream)";"Initializes a streams global event structure";"int";
"1468";"MCAL";"mcal_event_set_alarm";"int mcal_event_set_alarm(int stream, int alarm)";"Sets the alarm of the streams global event structure";"int";
"1469";"MCAL";"mcal_event_set_category";"int mcal_event_set_category(int stream, string category)";"Sets the category of the streams global event structure";"int";
"1470";"MCAL";"mcal_event_set_class";"int mcal_event_set_class(int stream, int class)";"Sets the class of the streams global event structure";"int";
"1471";"MCAL";"mcal_event_set_description";"int mcal_event_set_description(int stream, string description)";"Sets the description of the streams global event structure";"int";
"1472";"MCAL";"mcal_event_set_end";"int mcal_event_set_end(int stream, int year, int month[, int day[, int hour[, int min[, int sec]]]])";"Sets the end date and time of the streams global event structure";"int";
"1473";"MCAL";"mcal_event_set_recur_daily";"int mcal_event_set_recur_daily(int stream, int year, int month, int day, int interval)";"Sets the recurrence of the streams global event structure";"int";
"1474";"MCAL";"mcal_event_set_recur_monthly_mday";"int mcal_event_set_recur_monthly_mday(int stream, int year, int month, int day, int interval)";"Sets the recurrence of the streams global event structure";"int";
"1475";"MCAL";"mcal_event_set_recur_monthly_wday";"int mcal_event_set_recur_monthly_wday(int stream, int year, int month, int day, int interval)";"Sets the recurrence of the streams global event structure";"int";
"1476";"MCAL";"mcal_event_set_recur_none";"int mcal_event_set_recur_none(int stream)";"Sets the recurrence of the streams global event structure";"int";
"1477";"MCAL";"mcal_event_set_recur_weekly";"int mcal_event_set_recur_weekly(int stream, int year, int month, int day, int interval, int weekdays)";"Sets the recurrence of the streams global event structure";"int";
"1478";"MCAL";"mcal_event_set_recur_yearly";"int mcal_event_set_recur_yearly(int stream, int year, int month, int day, int interval)";"Sets the recurrence of the streams global event structure";"int";
"1479";"MCAL";"mcal_event_set_start";"int mcal_event_set_start(int stream, int year, int month[, int day[, int hour[, int min[, int sec]]]])";"Sets the start date and time of the streams global event structure";"int";
"1480";"MCAL";"mcal_event_set_title";"int mcal_event_set_title(int stream, string title)";"Sets the title of the streams global event structure";"int";
"1481";"MCAL";"mcal_expunge";"int mcal_expunge(int stream)";"Deletes all events marked for being expunged.";"int";
"1482";"MCAL";"mcal_fetch_current_stream_event";"object mcal_fetch_current_stream_event(int stream)";"Returns an object containing the current streams event structure";"object";
"1483";"MCAL";"mcal_fetch_event";"object mcal_fetch_event(int mcal_stream, int event_id[, int options])";"Fetches an event from the calendar stream";"object";
"1484";"MCAL";"mcal_is_leap_year";"int mcal_is_leap_year(int year)";"Returns if the given year is a leap year or not";"int";
"1485";"MCAL";"mcal_list_alarms";"array mcal_list_alarms(int mcal_stream[, int begin_year[, int begin_month[, int begin_day[, int end_year[, int end_month[, int end_day]]]]]])";"Return a list of events that has an alarm triggered at the given datetime";"array";
"1486";"MCAL";"mcal_list_events";"array mcal_list_events(int mcal_stream, object begin_date[, object end_date])";"Return a list of IDs for a date or a range of dates";"array";
"1487";"MCAL";"mcal_next_recurrence";"int mcal_next_recurrence(int stream, int weekstart, array next)";"Returns the next recurrence of the event";"int";
"1488";"MCAL";"mcal_open";"int mcal_open(string calendar, string username, string password[, int options])";"Opens up an MCAL connection";"int";
"1489";"MCAL";"mcal_popen";"int mcal_popen(string calendar, string username, string password[, int options])";"Opens up a persistent MCAL connection";"int";
"1490";"MCAL";"mcal_rename_calendar";"string mcal_rename_calendar(int stream, string old_name, string new_name)";"Rename an MCAL calendar";"string";
"1491";"MCAL";"mcal_reopen";"int mcal_reopen(string calendar[, int options])";"Reopens an MCAL connection";"int";
"1492";"MCAL";"mcal_snooze";"bool mcal_snooze(int stream_id, int event_id)";"Turn off an alarm for an event";"bool";
"1493";"MCAL";"mcal_store_event";"int mcal_store_event(int mcal_stream)";"Modify an existing event in an MCAL calendar";"int";
"1494";"MCAL";"mcal_time_valid";"int mcal_time_valid(int hour, int minutes, int seconds)";"Returns TRUE if the given hour, minutes and seconds is a valid time";"int";
"1495";"MCAL";"mcal_week_of_year";"int mcal_week_of_year(int day, int month, int year)";"Returns the week number of the given date";"int";
"1496";"mcrypt";"mcrypt_cbc";"string mcrypt_cbc(int cipher, string key, string data, int mode[, string iv])string mcrypt_cbc(string cipher, string key, string data, int mode[, string iv])";"Encrypt/decrypt data in CBC mode";"string";
"1497";"mcrypt";"mcrypt_cfb";"string mcrypt_cfb(int cipher, string key, string data, int mode, string iv)string mcrypt_cfb(string cipher, string key, string data, int mode[, string iv])";"Encrypt/decrypt data in CFB mode";"string";
"1498";"mcrypt";"mcrypt_create_iv";"string mcrypt_create_iv(int size, int source)";"Create an initialization vector (IV) from a random source";"string";
"1499";"mcrypt";"mcrypt_decrypt";"string mcrypt_decrypt(string cipher, string key, string data, string mode[, string iv])";"Decrypts crypttext with given parameters";"string";
"1500";"mcrypt";"mcrypt_ecb";"string mcrypt_ecb(int cipher, string key, string data, int mode)string mcrypt_ecb(string cipher, string key, string data, int mode[, string iv])";"Deprecated: Encrypt/decrypt data in ECB mode";"string";
"1501";"mcrypt";"mcrypt_enc_get_algorithms_name";"string mcrypt_enc_get_algorithms_name(resource td)";"Returns the name of the opened algorithm";"string";
"1502";"mcrypt";"mcrypt_enc_get_block_size";"int mcrypt_enc_get_block_size(resource td)";"Returns the blocksize of the opened algorithm";"int";
"1503";"mcrypt";"mcrypt_enc_get_iv_size";"int mcrypt_enc_get_iv_size(resource td)";"Returns the size of the IV of the opened algorithm";"int";
"1504";"mcrypt";"mcrypt_enc_get_key_size";"int mcrypt_enc_get_key_size(resource td)";"Returns the maximum supported keysize of the opened mode";"int";
"1505";"mcrypt";"mcrypt_enc_get_modes_name";"string mcrypt_enc_get_modes_name(resource td)";"Returns the name of the opened mode";"string";
"1506";"mcrypt";"mcrypt_enc_get_supported_key_sizes";"array mcrypt_enc_get_supported_key_sizes(resource td)";"Returns an array with the supported keysizes of the opened algorithm";"array";
"1507";"mcrypt";"mcrypt_enc_is_block_algorithm_mode";"bool mcrypt_enc_is_block_algorithm_mode(resource td)";"Checks whether the encryption of the opened mode works on blocks";"bool";
"1508";"mcrypt";"mcrypt_enc_is_block_algorithm";"bool mcrypt_enc_is_block_algorithm(resource td)";"Checks whether the algorithm of the opened mode is a block algorithm";"bool";
"1509";"mcrypt";"mcrypt_enc_is_block_mode";"bool mcrypt_enc_is_block_mode(resource td)";"Checks whether the opened mode outputs blocks";"bool";
"1510";"mcrypt";"mcrypt_enc_self_test";"bool mcrypt_enc_self_test(resource td)";"This function runs a self test on the opened module";"bool";
"1511";"mcrypt";"mcrypt_encrypt";"string mcrypt_encrypt(string cipher, string key, string data, string mode[, string iv])";"Encrypts plaintext with given parameters";"string";
"1512";"mcrypt";"mcrypt_generic_deinit";"bool mcrypt_generic_deinit(resource td)";"This function deinitializes an encryption module";"bool";
"1513";"mcrypt";"mcrypt_generic_end";"bool mcrypt_generic_end(resource td)";"This function terminates encryption";"bool";
"1514";"mcrypt";"mcrypt_generic_init";"int mcrypt_generic_init(resource td, string key, string iv)";"This function initializes all buffers needed for encryption";"int";
"1515";"mcrypt";"mcrypt_generic";"string mcrypt_generic(resource td, string data)";"This function encrypts data";"string";
"1516";"mcrypt";"mcrypt_get_block_size";"int mcrypt_get_block_size(int cipher)int mcrypt_get_block_size(string cipher, string module)";"Get the block size of the specified cipher";"int";
"1517";"mcrypt";"mcrypt_get_cipher_name";"string mcrypt_get_cipher_name(int cipher)string mcrypt_get_cipher_name(string cipher)";"Get the name of the specified cipher";"string";
"1518";"mcrypt";"mcrypt_get_iv_size";"int mcrypt_get_iv_size(string cipher, string mode)";"Returns the size of the IV belonging to a specific cipher/mode combination";"int";
"1519";"mcrypt";"mcrypt_get_key_size";"int mcrypt_get_key_size(int cipher)int mcrypt_get_key_size(string cipher, string module)";"Get the key size of the specified cipher";"int";
"1520";"mcrypt";"mcrypt_list_algorithms";"array mcrypt_list_algorithms([string lib_dir])";"Get an array of all supported ciphers";"array";
"1521";"mcrypt";"mcrypt_list_modes";"array mcrypt_list_modes([string lib_dir])";"Get an array of all supported modes";"array";
"1522";"mcrypt";"mcrypt_module_close";"bool mcrypt_module_close(resource td)";"Close the mcrypt module";"bool";
"1523";"mcrypt";"mcrypt_module_get_algo_block_size";"int mcrypt_module_get_algo_block_size(string algorithm[, string lib_dir])";"Returns the blocksize of the specified algorithm";"int";
"1524";"mcrypt";"mcrypt_module_get_algo_key_size";"int mcrypt_module_get_algo_key_size(string algorithm[, string lib_dir])";"Returns the maximum supported keysize of the opened mode";"int";
"1525";"mcrypt";"mcrypt_module_get_supported_key_sizes";"array mcrypt_module_get_supported_key_sizes(string algorithm[, string lib_dir])";"Returns an array with the supported keysizes of the opened algorithm";"array";
"1526";"mcrypt";"mcrypt_module_is_block_algorithm_mode";"bool mcrypt_module_is_block_algorithm_mode(string mode[, string lib_dir])";"returns if the specified module is a block algorithm or not";"bool";
"1527";"mcrypt";"mcrypt_module_is_block_algorithm";"bool mcrypt_module_is_block_algorithm(string algorithm[, string lib_dir])";"This function checks whether the specified algorithm is a block algorithm";"bool";
"1528";"mcrypt";"mcrypt_module_is_block_mode";"bool mcrypt_module_is_block_mode(string mode[, string lib_dir])";"Returns if the specified mode outputs blocks or not";"bool";
"1529";"mcrypt";"mcrypt_module_open";"resource mcrypt_module_open(string algorithm, string algorithm_directory, string mode, string mode_directory)";"Opens the module of the algorithm and the mode to be used";"resource";
"1530";"mcrypt";"mcrypt_module_self_test";"bool mcrypt_module_self_test(string algorithm[, string lib_dir])";"This function runs a self test on the specified module";"bool";
"1531";"mcrypt";"mcrypt_ofb";"string mcrypt_ofb(int cipher, string key, string data, int mode, string iv)string mcrypt_ofb(string cipher, string key, string data, int mode[, string iv])";"Encrypt/decrypt data in OFB mode";"string";
"1532";"mcrypt";"mdecrypt_generic";"string mdecrypt_generic(resource td, string data)";"Decrypt data";"string";
"1533";"MCVE";"mcve_adduser";"int mcve_adduser(resource conn, string admin_password, int usersetup)";"Add an MCVE user using usersetup structure";"int";
"1534";"MCVE";"mcve_adduserarg";"int mcve_adduserarg(resource usersetup, int argtype, string argval)";"Add a value to user configuration structure";"int";
"1535";"MCVE";"mcve_bt";"int mcve_bt(resource conn, string username, string password)";"Get unsettled batch totals";"int";
"1536";"MCVE";"mcve_checkstatus";"int mcve_checkstatus(resource conn, int identifier)";"Check to see if a transaction has completed";"int";
"1537";"MCVE";"mcve_chkpwd";"int mcve_chkpwd(resource conn, string username, string password)";"Verify Password";"int";
"1538";"MCVE";"mcve_completeauthorizations";"int mcve_completeauthorizations(resource conn, int &array)";"Number of complete authorizations in queue, returning an array of their identifiers";"int";
"1539";"MCVE";"mcve_connect";"int mcve_connect(resource conn)";"Establish the connection to MCVE";"int";
"1540";"MCVE";"mcve_connectionerror";"string mcve_connectionerror(resource conn)";"Get a textual representation of why a connection failed";"string";
"1541";"MCVE";"mcve_deleteresponse";"bool mcve_deleteresponse(resource conn, int identifier)";"Delete specified transaction from MCVE_CONN structure";"bool";
"1542";"MCVE";"mcve_deletetrans";"bool mcve_deletetrans(resource conn, int identifier)";"Delete specified transaction from MCVE_CONN structure";"bool";
"1543";"MCVE";"mcve_deleteusersetup";"void mcve_deleteusersetup(resource usersetup)";"Deallocate data associated with usersetup structure";"void";
"1544";"MCVE";"mcve_deluser";"int mcve_deluser(resource conn, string admin_password, string username)";"Delete an MCVE user account";"int";
"1545";"MCVE";"mcve_destroyconn";"void mcve_destroyconn(resource conn)";"Destroy the connection and MCVE_CONN structure";"void";
"1546";"MCVE";"mcve_destroyengine";"void mcve_destroyengine()";"Free memory associated with IP/SSL connectivity";"void";
"1547";"MCVE";"mcve_disableuser";"int mcve_disableuser(resource conn, string admin_password, string username)";"Disable an active MCVE user account";"int";
"1548";"MCVE";"mcve_edituser";"int mcve_edituser(resource conn, string admin_password, int usersetup)";"Edit MCVE user using usersetup structure";"int";
"1549";"MCVE";"mcve_enableuser";"int mcve_enableuser(resource conn, string admin_password, string username)";"Enable an inactive MCVE user account";"int";
"1550";"MCVE";"mcve_force";"int mcve_force(resource conn, string username, string password, string trackdata, string account, string expdate, float amount, string authcode, string comments, string clerkid, string stationid, int ";"Send a FORCE to MCVE. (typically, a phone-authorization)";"int";
"1551";"MCVE";"mcve_getcell";"string mcve_getcell(resource conn, int identifier, string column, int row)";"Get a specific cell from a comma delimited response by column name";"string";
"1552";"MCVE";"mcve_getcellbynum";"string mcve_getcellbynum(resource conn, int identifier, int column, int row)";"Get a specific cell from a comma delimited response by column number";"string";
"1553";"MCVE";"mcve_getcommadelimited";"string mcve_getcommadelimited(resource conn, int identifier)";"Get the RAW comma delimited data returned from MCVE";"string";
"1554";"MCVE";"mcve_getheader";"string mcve_getheader(resource conn, int identifier, int column_num)";"Get the name of the column in a comma-delimited response";"string";
"1555";"MCVE";"mcve_getuserarg";"string mcve_getuserarg(resource usersetup, int argtype)";"Grab a value from usersetup structure";"string";
"1556";"MCVE";"mcve_getuserparam";"string mcve_getuserparam(resource conn, long identifier, int key)";"Get a user response parameter";"string";
"1557";"MCVE";"mcve_gft";"int mcve_gft(resource conn, string username, string password, int type, string account, string clerkid, string stationid, string comments, int ptrannum, string startdate, string enddate)";"Audit MCVE for Failed transactions";"int";
"1558";"MCVE";"mcve_gl";"int mcve_gl(int conn, string username, string password, int type, string account, string batch, string clerkid, string stationid, string comments, int ptrannum, string startdate, string enddate)";"Audit MCVE for settled transactions";"int";
"1559";"MCVE";"mcve_gut";"int mcve_gut(resource conn, string username, string password, int type, string account, string clerkid, string stationid, string comments, int ptrannum, string startdate, string enddate)";"Audit MCVE for Unsettled Transactions";"int";
"1560";"MCVE";"mcve_initconn";"resource mcve_initconn()";"Create and initialize an MCVE_CONN structure";"resource";
"1561";"MCVE";"mcve_initengine";"int mcve_initengine(string location)";"Ready the client for IP/SSL Communication";"int";
"1562";"MCVE";"mcve_initusersetup";"resource mcve_initusersetup()";"Initialize structure to store user data";"resource";
"1563";"MCVE";"mcve_iscommadelimited";"int mcve_iscommadelimited(resource conn, int identifier)";"Checks to see if response is comma delimited";"int";
"1564";"MCVE";"mcve_liststats";"int mcve_liststats(resource conn, string admin_password)";"List statistics for all users on MCVE system";"int";
"1565";"MCVE";"mcve_listusers";"int mcve_listusers(resource conn, string admin_password)";"List all users on MCVE system";"int";
"1566";"MCVE";"mcve_maxconntimeout";"bool mcve_maxconntimeout(resource conn, int secs)";"The maximum amount of time the API will attempt a connection to MCVE";"bool";
"1567";"MCVE";"mcve_monitor";"int mcve_monitor(resource conn)";"Perform communication with MCVE (send/receive data) Non-blocking";"int";
"1568";"MCVE";"mcve_numcolumns";"int mcve_numcolumns(resource conn, int identifier)";"Number of columns returned in a comma delimited response";"int";
"1569";"MCVE";"mcve_numrows";"int mcve_numrows(resource conn, int identifier)";"Number of rows returned in a comma delimited response";"int";
"1570";"MCVE";"mcve_override";"int mcve_override(resource conn, string username, string password, string trackdata, string account, string expdate, float amount, string street, string zip, string cv, string comments, string clerkid";"Send an OVERRIDE to MCVE";"int";
"1571";"MCVE";"mcve_parsecommadelimited";"int mcve_parsecommadelimited(resource conn, int identifier)";"Parse the comma delimited response so mcve_getcell, etc will work";"int";
"1572";"MCVE";"mcve_ping";"int mcve_ping(resource conn)";"Send a ping request to MCVE";"int";
"1573";"MCVE";"mcve_preauth";"int mcve_preauth(resource conn, string username, string password, string trackdata, string account, string expdate, float amount, string street, string zip, string cv, string comments, 	string clerkid";"Send a PREAUTHORIZATION to MCVE";"int";
"1574";"MCVE";"mcve_preauthcompletion";"int mcve_preauthcompletion(resource conn, string username, string password, float finalamount, int sid, int ptrannum)";"Complete a PREAUTHORIZATION... Ready it for settlement";"int";
"1575";"MCVE";"mcve_qc";"int mcve_qc(resource conn, string username, string password, string clerkid, string stationid, string comments, int ptrannum)";"Audit MCVE for a list of transactions in the outgoing queue";"int";
"1576";"MCVE";"mcve_responseparam";"string mcve_responseparam(resource conn, long identifier, string key)";"Get a custom response parameter";"string";
"1577";"MCVE";"mcve_return";"int mcve_return(int conn, string username, string password, string trackdata, string account, string expdate, float amount, string comments, string clerkid, string stationid, int ptrannum)";"Issue a RETURN or CREDIT to MCVE";"int";
"1578";"MCVE";"mcve_returncode";"int mcve_returncode(resource conn, int identifier)";"Grab the exact return code from the transaction";"int";
"1579";"MCVE";"mcve_returnstatus";"int mcve_returnstatus(resource conn, int identifier)";"Check to see if the transaction was successful";"int";
"1580";"MCVE";"mcve_sale";"int mcve_sale(resource conn, string username, string password, string trackdata, string account, string expdate, float amount, string street, string zip, string cv, string comments, string clerkid, st";"Send a SALE to MCVE";"int";
"1581";"MCVE";"mcve_setblocking";"int mcve_setblocking(resource conn, int tf)";"Set blocking/non-blocking mode for connection";"int";
"1582";"MCVE";"mcve_setdropfile";"int mcve_setdropfile(resource conn, string directory)";"Set the connection method to Drop-File";"int";
"1583";"MCVE";"mcve_setip";"int mcve_setip(resource conn, string host, int port)";"Set the connection method to IP";"int";
"1584";"MCVE";"mcve_setssl_files";"int mcve_setssl_files(string sslkeyfile, string sslcertfile)";"Set certificate key files and certificates if server requires client certificate verification";"int";
"1585";"MCVE";"mcve_setssl";"int mcve_setssl(resource conn, string host, int port)";"Set the connection method to SSL";"int";
"1586";"MCVE";"mcve_settimeout";"int mcve_settimeout(resource conn, int seconds)";"Set maximum transaction time (per trans)";"int";
"1587";"MCVE";"mcve_settle";"int mcve_settle(resource conn, string username, string password, string batch)";"Issue a settlement command to do a batch deposit";"int";
"1588";"MCVE";"mcve_text_avs";"string mcve_text_avs(string code)";"Get a textual representation of the return_avs";"string";
"1589";"MCVE";"mcve_text_code";"string mcve_text_code(string code)";"Get a textual representation of the return_code";"string";
"1590";"MCVE";"mcve_text_cv";"string mcve_text_cv(int code)";"Get a textual representation of the return_cv";"string";
"1591";"MCVE";"mcve_transactionauth";"string mcve_transactionauth(resource conn, int identifier)";"Get the authorization number returned for the transaction (alpha-numeric)";"string";
"1592";"MCVE";"mcve_transactionavs";"int mcve_transactionavs(resource conn, int identifier)";"Get the Address Verification return status";"int";
"1593";"MCVE";"mcve_transactionbatch";"int mcve_transactionbatch(resource conn, int identifier)";"Get the batch number associated with the transaction";"int";
"1594";"MCVE";"mcve_transactioncv";"int mcve_transactioncv(resource conn, int identifier)";"Get the CVC2/CVV2/CID return status";"int";
"1595";"MCVE";"mcve_transactionid";"int mcve_transactionid(resource conn, int identifier)";"Get the unique system id for the transaction";"int";
"1596";"MCVE";"mcve_transactionitem";"int mcve_transactionitem(resource conn, int identifier)";"Get the ITEM number in the associated batch for this transaction";"int";
"1597";"MCVE";"mcve_transactionssent";"int mcve_transactionssent(resource conn)";"Check to see if outgoing buffer is clear";"int";
"1598";"MCVE";"mcve_transactiontext";"string mcve_transactiontext(resource conn, int identifier)";"Get verbiage (text) return from MCVE or processing institution";"string";
"1599";"MCVE";"mcve_transinqueue";"int mcve_transinqueue(resource conn)";"Number of transactions in client-queue";"int";
"1600";"MCVE";"mcve_transnew";"int mcve_transnew(resource conn)";"Start a new transaction";"int";
"1601";"MCVE";"mcve_transparam";"int mcve_transparam(resource conn, long identifier, int key)";"Add a parameter to a transaction";"int";
"1602";"MCVE";"mcve_transsend";"int mcve_transsend(resource conn, long identifier)";"Finalize and send the transaction";"int";
"1603";"MCVE";"mcve_ub";"int mcve_ub(resource conn, string username, string password)";"Get a list of all Unsettled batches";"int";
"1604";"MCVE";"mcve_uwait";"int mcve_uwait(long microsecs)";"Wait x microsecs";"int";
"1605";"MCVE";"mcve_verifyconnection";"bool mcve_verifyconnection(resource conn, int tf)";"Set whether or not to PING upon connect to verify connection";"bool";
"1606";"MCVE";"mcve_verifysslcert";"bool mcve_verifysslcert(resource conn, int tf)";"Set whether or not to verify the server ssl certificate";"bool";
"1607";"MCVE";"mcve_void";"int mcve_void(resource conn, string username, string password, int sid, int ptrannum)";"VOID a transaction in the settlement queue";"int";
"1608";"mhash";"mhash_count";"int mhash_count()";"Get the highest available hash id";"int";
"1609";"mhash";"mhash_get_block_size";"int mhash_get_block_size(int hash)";"Get the block size of the specified hash";"int";
"1610";"mhash";"mhash_get_hash_name";"string mhash_get_hash_name(int hash)";"Get the name of the specified hash";"string";
"1611";"mhash";"mhash_keygen_s2k";"string mhash_keygen_s2k(int hash, string password, string salt, int bytes)";"Generates a key";"string";
"1612";"mhash";"mhash";"string mhash(int hash, string data[, string key])";"Compute hash";"string";
"1613";"Mimetype";"mime_content_type";"string mime_content_type(string filename)";"Detect MIME Content-type for a file";"string";
"1614";"MS SQL Server";"mssql_bind";"bool mssql_bind(resource stmt, string param_name, mixed var, int type[, int is_output[, int is_null[, int maxlen]]])";"Adds a parameter to a stored procedure or a remote stored procedure";"bool";
"1615";"MS SQL Server";"mssql_close";"bool mssql_close([resource link_identifier])";"Close MS SQL Server connection";"bool";
"1616";"MS SQL Server";"mssql_connect";"int mssql_connect([string servername[, string username[, string password]]])";"Open MS SQL server connection";"int";
"1617";"MS SQL Server";"mssql_data_seek";"bool mssql_data_seek(resource result_identifier, int row_number)";"Moves internal row pointer";"bool";
"1618";"MS SQL Server";"mssql_execute";"mixed mssql_execute(resource stmt[, bool skip_results])";"Executes a stored procedure on a MS SQL server database";"mixed";
"1619";"MS SQL Server";"mssql_fetch_array";"array mssql_fetch_array(resource result[, int result_type])";"Fetch a result row as an associative array, a numeric array, or both";"array";
"1620";"MS SQL Server";"mssql_fetch_assoc";"array mssql_fetch_assoc(resource result_id)";"Returns an associative array of the current row in the result set specified by result_id";"array";
"1621";"MS SQL Server";"mssql_fetch_batch";"int mssql_fetch_batch(resource result_index)";"Returns the next batch of records";"int";
"1622";"MS SQL Server";"mssql_fetch_field";"object mssql_fetch_field(resource result[, int field_offset])";"Get field information";"object";
"1623";"MS SQL Server";"mssql_fetch_object";"object mssql_fetch_object(resource result)";"Fetch row as object";"object";
"1624";"MS SQL Server";"mssql_fetch_row";"array mssql_fetch_row(resource result)";"Get row as enumerated array";"array";
"1625";"MS SQL Server";"mssql_field_length";"int mssql_field_length(resource result[, int offset])";"Get the length of a field";"int";
"1626";"MS SQL Server";"mssql_field_name";"string mssql_field_name(resource result[, int offset])";"Get the name of a field";"string";
"1627";"MS SQL Server";"mssql_field_seek";"bool mssql_field_seek(resource result, int field_offset)";"Seeks to the specified field offset";"bool";
"1628";"MS SQL Server";"mssql_field_type";"string mssql_field_type(resource result[, int offset])";"Gets the type of a field";"string";
"1629";"MS SQL Server";"mssql_free_result";"bool mssql_free_result(resource result)";"Free result memory";"bool";
"1630";"MS SQL Server";"mssql_free_statement";"bool mssql_free_statement(resource statement)";"Free statement memory";"bool";
"1631";"MS SQL Server";"mssql_get_last_message";"string mssql_get_last_message()";"Returns the last message from the server";"string";
"1632";"MS SQL Server";"mssql_guid_string";"string mssql_guid_string(string binary[, int short_format])";"Converts a 16 byte binary GUID to a string";"string";
"1633";"MS SQL Server";"mssql_init";"int mssql_init(string sp_name[, resource conn_id])";"Initializes a stored procedure or a remote stored procedure";"int";
"1634";"MS SQL Server";"mssql_min_error_severity";"void mssql_min_error_severity(int severity)";"Sets the lower error severity";"void";
"1635";"MS SQL Server";"mssql_min_message_severity";"void mssql_min_message_severity(int severity)";"Sets the lower message severity";"void";
"1636";"MS SQL Server";"mssql_next_result";"bool mssql_next_result(resource result_id)";"Move the internal result pointer to the next result";"bool";
"1637";"MS SQL Server";"mssql_num_fields";"int mssql_num_fields(resource result)";"Gets the number of fields in result";"int";
"1638";"MS SQL Server";"mssql_num_rows";"int mssql_num_rows(resource result)";"Gets the number of rows in result";"int";
"1639";"MS SQL Server";"mssql_pconnect";"int mssql_pconnect([string servername[, string username[, string password]]])";"Open persistent MS SQL connection";"int";
"1640";"MS SQL Server";"mssql_query";"resource mssql_query(string query[, resource link_identifier[, int batch_size]])";"Send MS SQL query";"resource";
"1641";"MS SQL Server";"mssql_result";"string mssql_result(resource result, int row, mixed field)";"Get result data";"string";
